Word,Lemma
मनोहरकृष्णः,मनोहरकृष्णः
मनोहरकाव्यम्,मनोहरकाव्यम्
मनोविनोदः,मनोविनोदः
मनोर्हितः,मनोर्हितः
मनोभिरामः,मनोभिरामः
मनोरथप्रभा,मनोरथप्रभा
मनोरथा,मनोरथा
मनोर्हतः,मनोर्हतः
मनोनुगः,मनोनुगः
मनोधरः,मनोधरः
मनोदत्तः,मनोदत्तः
मनोज्ञघोषः,मनोज्ञघोषः
मनोकः,मनोकः
मनुवशः,मनुवशः
मनुप्रवल्हः,मनुप्रवल्हः
मनुप्रवर्हः,मनुप्रवर्हः
मनुतन्तुः,मनुतन्तुः
ऋतुप्रैषः,ऋतुप्रैषः
मनुकुलादित्यः,मनुकुलादित्यः
मनीषी,मनीषी
मनीषापञ्चकम्,मनीषापञ्चकम्
सुवृत्ता,सुवृत्ता
सुवृत्तः,सुवृत्तः
सुरेन्द्रः,सुरेन्द्रः
सुरेणुः,सुरेणुः
सुरेणुः,सुरेणुः
सुरारिः,सुरारिः
सुरानन्दः,सुरानन्दः
पुच्छकः,पुच्छकः
पुञ्जराजः,पुञ्जराजः
पुणकः,पुणकः
पुणिकः,पुणिकः
पुणिका,पुणिका
पुण्डरीककविः,पुण्डरीककविः
पुण्डरीकपुरम्,पुण्डरीकपुरम्
पुण्डरीकपुराणम्,पुण्डरीकपुराणम्
पुण्यराजः,पुण्यराजः
पुण्यराशिः,पुण्यराशिः
पुण्यराशिः,पुण्यराशिः
पुण्यवती,पुण्यवती
पुण्यवर्धनम्,पुण्यवर्धनम्
पुण्यशेषः,पुण्यशेषः
पुण्यवल्लभः,पुण्यवल्लभः
पुण्यसेनः,पुण्यसेनः
पुण्यसेनः,पुण्यसेनः
पुण्यस्तम्भकरः,पुण्यस्तम्भकरः
पुण्यानगरम्,पुण्यानगरम्
पुण्यानन्दनाथः,पुण्यानन्दनाथः
पुण्योदका,पुण्योदका
पुत्रदा,पुत्रदा
पुत्रपुरम्,पुत्रपुरम्
पुत्रसेनः,पुत्रसेनः
पुदकः,पुदकः
पुनरावर्तनन्दा,पुनरावर्तनन्दा
पुनश्चन्द्रा,पुनश्चन्द्रा
सुम्भः,सुम्भः
सुमनसी,सुमनसी
सुमनः,सुमनः
सुमनः,सुमनः
सुमनः,सुमनः
सुमनः,सुमनः
सुमनः,सुमनः
सुमङ्गला,सुमङ्गला
सुमङ्गला,सुमङ्गला
सुन्दरसेनः,सुन्दरसेनः
पुर-उष्णिह्,पुर-उष्णिह्
पुरगावणम्,पुरगावणम्
पुरञ्जनचरितम्,पुरञ्जनचरितम्
पुरञ्जननाटकम्,पुरञ्जननाटकम्
पुरण्डः,पुरण्डः
पुरन्दरपुरम्,पुरन्दरपुरम्
पुरयः,पुरयः
पुरस्ताज्ज्योतिः,पुरस्ताज्ज्योतिः
पुराटङ्कः,पुराटङ्कः
पुराणदृष्टान्तशतकम्,पुराणदृष्टान्तशतकम्
पुरिका,पुरिका
पुरीकायः,पुरीकायः
पुरीकाया,पुरीकाया
पुरीकषेणः,पुरीकषेणः
पुरीकायः,पुरीकायः
पुरीन्द्रसेनः,पुरीन्द्रसेनः
पुरीमान्,पुरीमान्
पुरीषभीरुः,पुरीषभीरुः
पुरीषवती,पुरीषवती
पुरुदेवचम्पूः,पुरुदेवचम्पूः
पुरुद्वत्,पुरुद्वत्
पुरुपन्थाः,पुरुपन्थाः
पुरुमेधाः,पुरुमेधाः
पुरुमाय्यः,पुरुमाय्यः
पुरुमद्गः,पुरुमद्गः
पुरुराजवंशक्रमः,पुरुराजवंशक्रमः
पुरुवशः,पुरुवशः
पुरुशिष्टः,पुरुशिष्टः
पुरुषकारः,पुरुषकारः
पुरुषदत्तः,पुरुषदत्तः
पुरुषन्तिः,पुरुषन्तिः
पुरुषप्रभुः,पुरुषप्रभुः
पुरुषमेधः,पुरुषमेधः
पुरुषादकः,पुरुषादकः
पुरुषांसकः,पुरुषांसकः
पुरुसेनः,पुरुसेनः
पुरुहुतः,पुरुहुतः
पुरोधः,पुरोधः
पुरोधाः,पुरोधाः
पुरोवत्सः,पुरोवत्सः
पुलकेशी,पुलकेशी
पुलकेषिवल्लभः,पुलकेषिवल्लभः
पुलस्तिः,पुलस्तिः
पुलहाश्रमः,पुलहाश्रमः
पुलिकः,पुलिकः
पुलिन्दुकः,पुलिन्दुकः
पुलिमान्,पुलिमान्
पुलुषः,पुलुषः
पुलोमान्,पुलोमान्
पुषः,पुषः
पुष्करसादिः,पुष्करसादिः
पुष्करारुणिः,पुष्करारुणिः
पुष्करिका,पुष्करिका
पुष्करिणी,पुष्करिणी
पुष्करी,पुष्करी
पुष्कलावतः,पुष्कलावतः
ऊर्ध्वस्रोताः,ऊर्ध्वस्रोताः
पुष्कलावती,पुष्कलावती
पुष्कलेत्रः,पुष्कलेत्रः
पुष्टिकः,पुष्टिकः
पुष्टिदा,पुष्टिदा
पुष्टिप्रवाहमर्यादाभेदविवरणम्,पुष्टिप्रवाहमर्यादाभेदविवरणम्
पुष्टिमान्,पुष्टिमान्
सुद्युम्नः,सुद्युम्नः
सुद्युम्नः,सुद्युम्नः
सुतारा,सुतारा
सुकर्मा,सुकर्मा
सुकर्मा,सुकर्मा
सुकर्मा,सुकर्मा
सुकण्ठी,सुकण्ठी
सिंहवक्त्रः,सिंहवक्त्रः
सिंहराजः,सिंहराजः
सिंहमहिपतिः,सिंहमहिपतिः
हेमकुड्यः,हेमकुड्यः
हेमकः,हेमकः
हेमकम्,हेमकम्
हेत्वाभासः,हेत्वाभासः
हेड्डेशहरिहरः,हेड्डेशहरिहरः
हेडिएवः,हेडिएवः
हृषीकेशाश्रमः,हृषीकेशाश्रमः
हृद्गोलः,हृद्गोलः
हृदयारामः,हृदयारामः
हृदयाभरणः,हृदयाभरणः
हृदया,हृदया
हृदयसाहिः,हृदयसाहिः
हृदयनारायणदेवः,हृदयनारायणदेवः
हृदयनगरपतिः,हृदयनगरपतिः
हृदयधरः,हृदयधरः
हृदयदर्पणः,हृदयदर्पणः
हृदयदत्तः,हृदयदत्तः
हृदयचन्द्रः,हृदयचन्द्रः
हृत्तोषणी,हृत्तोषणी
हूरहूणः,हूरहूणः
हूणः,हूणः
हुष्कः,हुष्कः
हुग्गः,हुग्गः
हीरोकः,हीरोकः
हीरानन्दः,हीरानन्दः
हीरादेवी,हीरादेवी
हीरभट्टः,हीरभट्टः
हीरजित्,हीरजित्
हिरकार्यः,हिरकार्यः
हिलीसमुद्रः,हिलीसमुद्रः
हिल्लः,हिल्लः
हिल्लाजः,हिल्लाजः
हिंस्रः,हिंस्रः
हिलः,हिलः
हिलः,हिलः
हिरण्वती,हिरण्वती
हिरण्याक्षः,हिरण्याक्षः
हिरण्यष्ठीवः,हिरण्यष्ठीवः
हिरण्यशृङ्गः,हिरण्यशृङ्गः
हिरण्यवर्षः,हिरण्यवर्षः
स्तनयोषिकः,स्तनयोषिकः
स्तनयोधिकः,स्तनयोधिकः
स्तनबालः,स्तनबालः
स्तनपोषिकः,स्तनपोषिकः
स्तनकलशः,स्तनकलशः
स्कान्दभाष्यम्,स्कान्दभाष्यम्
स्कम्भः,स्कम्भः
स्कन्धिलः,स्कन्धिलः
स्कन्धस्वातिः,स्कन्धस्वातिः
स्कन्धस्तम्भिः,स्कन्धस्तम्भिः
स्कन्धपादः,स्कन्धपादः
स्कन्दिलाचार्यः,स्कन्दिलाचार्यः
स्कन्दस्वामी,स्कन्दस्वामी
स्कन्दस्कारशङ्करः,स्कन्दस्कारशङ्करः
स्कन्दवर्मा,स्कन्दवर्मा
स्कन्दभट्टः,स्कन्दभट्टः
स्कन्दभटः,स्कन्दभटः
स्कन्दपुरम्,स्कन्दपुरम्
स्कन्ददासः,स्कन्ददासः
स्कन्दगुप्तः,स्कन्दगुप्तः
स्कन्दकग्रामः,स्कन्दकग्रामः
सौहृदः,सौहृदः
सौसुकः,सौसुकः
सौशल्यः,सौशल्यः
सौर्यायणी,सौर्यायणी
सौर्यभगवत्,सौर्यभगवत्
सौरिन्ध्रः,सौरिन्ध्रः
सौरसेनः,सौरसेनः
सौरकायणोपनिषद्,सौरकायणोपनिषद्
सौम्योपयन्तृ,सौम्योपयन्तृ
सौम्यदर्शना,सौम्यदर्शना
सौम्यजामातृमुनिः,सौम्यजामातृमुनिः
ऊर्ध्वकेशी,ऊर्ध्वकेशी
सौम्यजामातृ,सौम्यजामातृ
स्थूलपिण्डः,स्थूलपिण्डः
स्थूरा,स्थूरा
स्थूलदत्तः,स्थूलदत्तः
स्थूरयूपः,स्थूरयूपः
स्थूणोपस्थूणकौ,स्थूणोपस्थूणकौ
स्थिरवर्मा,स्थिरवर्मा
स्थिरपालत्रिलक्षः,स्थिरपालत्रिलक्षः
स्थिरदेवः,स्थिरदेवः
स्थिरजीवी,स्थिरजीवी
स्थिरकः,स्थिरकः
स्थितिवर्मा,स्थितिवर्मा
स्थाणुमती,स्थाणुमती
स्थलेश्वरम्,स्थलेश्वरम्
स्थलवर्मा,स्थलवर्मा
स्त्रीवाह्यः,स्त्रीवाह्यः
स्त्रीपर्वतदेशः,स्त्रीपर्वतदेशः
स्तोत्रादिपाठः,स्तोत्रादिपाठः
स्तुतस्वामिक्षेत्रम्,स्तुतस्वामिक्षेत्रम्
स्तवावलिः,स्तवावलिः
स्तम्भवती,स्तम्भवती
स्तम्भतीर्थम्,स्तम्भतीर्थम्
स्तम्भकी,स्तम्भकी
स्तम्बवनः,स्तम्बवनः
स्तम्बवती,स्तम्बवती
स्तम्बः,स्तम्बः
स्वप्नानयनमन्त्रः,स्वप्नानयनमन्त्रः
स्वप्नगिरिः,स्वप्नगिरिः
स्वपिश्,स्वपिश्
स्वपाः,स्वपाः
स्वग्रहः,स्वग्रहः
स्वक्षः,स्वक्षः
स्वकेतुः,स्वकेतुः
स्वकम्बला,स्वकम्बला
स्रग्विणी,स्रग्विणी
स्रग्धरा,स्रग्धरा
स्युवकः,स्युवकः
स्यन्दनिः,स्यन्दनिः
स्मरदीपनः,स्मरदीपनः
स्फ्यकृत्,स्फ्यकृत्
स्फोटायनः,स्फोटायनः
स्फुजिध्वजः,स्फुजिध्वजः
स्पन्दसूत्रविमर्शिनी,स्पन्दसूत्रविमर्शिनी
स्नानसूत्रभाष्यव्याख्या,स्नानसूत्रभाष्यव्याख्या
स्नानसूत्रपद्धतिः,स्नानसूत्रपद्धतिः
स्नानसूत्रदीपिका,स्नानसूत्रदीपिका
स्नानविधिसूत्रभाष्यम्,स्नानविधिसूत्रभाष्यम्
स्नानविधिपद्धतिः,स्नानविधिपद्धतिः
स्नानपद्धतिः,स्नानपद्धतिः
स्थूलाष्टीवः,स्थूलाष्टीवः
स्थूलार्मः,स्थूलार्मः
स्थूलाचार्यः,स्थूलाचार्यः
स्थूलशीर्षः,स्थूलशीर्षः
स्थूलबाहुः,स्थूलबाहुः
स्वाध्यायनः,स्वाध्यायनः
स्वादुः,स्वादुः
स्वातिकर्णः,स्वातिकर्णः
स्वस्तिकरः,स्वस्तिकरः
स्वशः,स्वशः
स्वर्लीनः,स्वर्लीनः
स्वर्देवः,स्वर्देवः
स्वर्णसञ्चया,स्वर्णसञ्चया
स्वर्णशैलः,स्वर्णशैलः
स्वर्णशृङ्गी,स्वर्णशृङ्गी
स्वर्णमहा,स्वर्णमहा
स्वर्णग्रामः,स्वर्णग्रामः
चन्दनी,चन्दनी
स्वर्णगिरिः,स्वर्णगिरिः
स्वर्णकूटः,स्वर्णकूटः
स्वर्गपर्व,स्वर्गपर्व
स्वरोदयः,स्वरोदयः
स्वरूपाचार्यः,स्वरूपाचार्यः
स्वरेणुः,स्वरेणुः
स्वराष्ट्रः,स्वराष्ट्रः
स्वरसः,स्वरसः
स्वरक्षुः,स्वरक्षुः
स्वयम्प्रकाशेन्द्रः,स्वयम्प्रकाशेन्द्रः
स्वयम्प्रकाशानन्दः,स्वयम्प्रकाशानन्दः
स्वयम्प्रकाशात्मा,स्वयम्प्रकाशात्मा
स्वयम्प्रकाशतीर्थः,स्वयम्प्रकाशतीर्थः
स्वभावार्थदीपिका,स्वभावार्थदीपिका
स्वप्रभा,स्वप्रभा
स्वप्रकाशः,स्वप्रकाशः
स्वप्नेश्वरः,स्वप्नेश्वरः
हरदत्ताचार्यः,हरदत्ताचार्यः
हरदत्तसिंहः,हरदत्तसिंहः
हरजित्,हरजित्
हरचरितचिन्तामणिः,हरचरितचिन्तामणिः
हरगुप्तः,हरगुप्तः
हरगणः,हरगणः
हरकोशः,हरकोशः
हरकुमारठक्कुरः,हरकुमारठक्कुरः
हम्बः,हम्बः
हमी-आणम्,हमी-आणम्
हबसोरम्,हबसोरम्
हनुमन्नाटकम्,हनुमन्नाटकम्
हनुमन्तभट्टीयम्,हनुमन्तभट्टीयम्
हथिणावग्रामः,हथिणावग्रामः
हजाजिः,हजाजिः
हठसङ्केतचन्द्रिका,हठसङ्केतचन्द्रिका
हजाजः,हजाजः
हजदेशः,हजदेशः
हचिपुरम्,हचिपुरम्
स्वौजाः,स्वौजाः
स्वाहासुधाकरः,स्वाहासुधाकरः
स्वाहावनम्,स्वाहावनम्
स्वायुः,स्वायुः
स्वामिशास्त्री,स्वामिशास्त्री
स्वामिकार्त्तिकः,स्वामिकार्त्तिकः
स्वामिदत्तः,स्वामिदत्तः
स्वापिकम्,स्वापिकम्
स्वानन्दपूर्णः,स्वानन्दपूर्णः
हरिचरणपुरी,हरिचरणपुरी
हरिचरणदासः,हरिचरणदासः
हरिचन्द्रः,हरिचन्द्रः
हरिचन्द्रः,हरिचन्द्रः
हरिघोषः,हरिघोषः
हरिगिरिः,हरिगिरिः
हरिगणः,हरिगणः
हरिक्षेत्रम्,हरिक्षेत्रम्
हरिकृष्णसिद्धान्तः,हरिकृष्णसिद्धान्तः
हरिकृष्णसमुद्धारः,हरिकृष्णसमुद्धारः
हरिकुत्सः,हरिकुत्सः
हरिकालदेवः,हरिकालदेवः
हरिकवीन्द्रः,हरिकवीन्द्रः
हरिकविः,हरिकविः
हरिकर्णः,हरिकर्णः
हरिकण्ठः,हरिकण्ठः
हरावती,हरावती
हराकः,हराकः
हरस्वामी,हरस्वामी
हरसिंहः,हरसिंहः
हरशूरः,हरशूरः
हरविलासः,हरविलासः
हरयाणः,हरयाणः
हररातः,हररातः
चन्दला,चन्दला
हरमोहनः,हरमोहनः
हरमुजः,हरमुजः
हरबलः,हरबलः
हरपतिः,हरपतिः
हरिनाथगोस्वामी,हरिनाथगोस्वामी
हरदासः,हरदासः
हरिनाथः,हरिनाथः
हरिनन्दनः,हरिनन्दनः
हरिद्रुमान्,हरिद्रुमान्
हरिद्रः,हरिद्रः
हरिदेवमिश्रः,हरिदेवमिश्रः
हरिदेवः,हरिदेवः
हरिदूतः,हरिदूतः
हरिदीक्षितः,हरिदीक्षितः
हरिदासविजयः,हरिदासविजयः
हरिदासमिश्रः,हरिदासमिश्रः
हरिदासभट्टाचार्यः,हरिदासभट्टाचार्यः
हरिदासभट्टः,हरिदासभट्टः
हरिदासन्यायवाचस्पतितर्कालङ्कारभट्टाचार्यः,हरिदासन्यायवाचस्पतितर्कालङ्कारभट्टाचार्यः
हरिदासतर्काचार्यः,हरिदासतर्काचार्यः
हरिदत्ता,हरिदत्ता
हरिदत्तमिश्रः,हरिदत्तमिश्रः
हरिदत्तभट्टः,हरिदत्तभट्टः
हरिदत्तदैवज्ञः,हरिदत्तदैवज्ञः
हरितसेनः,हरितसेनः
हरितयज्ञः,हरितयज्ञः
हरितत्त्वमुक्तावली,हरितत्त्वमुक्तावली
हरितत्त्वमुक्तावलिः,हरितत्त्वमुक्तावलिः
हरितकात्यः,हरितकात्यः
हरिणाश्वः,हरिणाश्वः
हरिणप्लुता,हरिणप्लुता
हरिजीवनमिश्रः,हरिजीवनमिश्रः
हरिजित्,हरिजित्
हरिभूतः,हरिभूतः
हरिभास्करशर्मा,हरिभास्करशर्मा
हरिभास्करः,हरिभास्करः
हरिभारतीः,हरिभारतीः
हरिभानुशुक्लः,हरिभानुशुक्लः
हरिभानुः,हरिभानुः
हरिभद्रसूरिः,हरिभद्रसूरिः
हरिभद्रः,हरिभद्रः
हरिभट्टदीक्षितः,हरिभट्टदीक्षितः
हरिभट्टः,हरिभट्टः
हरिब्रह्मा,हरिब्रह्मा
हरिबोधदिनम्,हरिबोधदिनम्
हरिबुङ्गपुरम्,हरिबुङ्गपुरम्
हरिबाबा,हरिबाबा
हरिबलः,हरिबलः
हरिबभ्रुः,हरिबभ्रुः
चन्द्रकविः,चन्द्रकविः
हरिप्रसादः,हरिप्रसादः
हरिपुरम्,हरिपुरम्
हरिपालभट्टः,हरिपालभट्टः
हरिपालदेवः,हरिपालदेवः
हरिपालः,हरिपालः
हरिपण्डितः,हरिपण्डितः
हरिनारायणशर्मा,हरिनारायणशर्मा
हरिनारायणः,हरिनारायणः
हरिनायकः,हरिनायकः
हरिनाभः,हरिनाभः
हरिनाथोपाध्यायः,हरिनाथोपाध्यायः
हरिनाथाचार्यः,हरिनाथाचार्यः
हरिनाथमहोपाध्यायः,हरिनाथमहोपाध्यायः
हरिवंशचन्द्रगोस्वामी,हरिवंशचन्द्रगोस्वामी
हरिवंशगोस्वामी,हरिवंशगोस्वामी
हरिवंशकविः,हरिवंशकविः
हरिवंशः,हरिवंशः
हरिवर्मा,हरिवर्मा
हरिवर्मदेवः,हरिवर्मदेवः
हरिवर्णः,हरिवर्णः
हरिवरम्,हरिवरम्
हरिलोचनचन्द्रिका,हरिलोचनचन्द्रिका
हरिलोचनः,हरिलोचनः
हरिलालमिश्रः,हरिलालमिश्रः
हरिलालः,हरिलालः
हरिरायशर्मा,हरिरायशर्मा
हरिरायः,हरिरायः
हरिरामवाचस्पतिः,हरिरामवाचस्पतिः
हरिरामभट्टाचार्यः,हरिरामभट्टाचार्यः
हरिरामतर्कालङ्कारभट्टाचार्यः,हरिरामतर्कालङ्कारभट्टाचार्यः
हरिरामतर्कालङ्कारः,हरिरामतर्कालङ्कारः
हरिरामतर्कवागीशभट्टाचार्यः,हरिरामतर्कवागीशभट्टाचार्यः
हरिरामतर्कवागीशः,हरिरामतर्कवागीशः
हरिरामचक्रवर्ती,हरिरामचक्रवर्ती
हरिरामः,हरिरामः
हरिराजः,हरिराजः
हरिरसकविः,हरिरसकविः
हरिरत्नः,हरिरत्नः
हरियूपीया,हरियूपीया
हरियशोमिश्रः,हरियशोमिश्रः
हरियशः,हरियशः
चन्द्रकाटुकिः,चन्द्रकाटुकिः
हरिमिश्रः,हरिमिश्रः
हरिमित्रः,हरिमित्रः
हरिहरपण्डितः,हरिहरपण्डितः
हरिहरदेवहिन्दूपतिः,हरिहरदेवहिन्दूपतिः
हरिहरदेवः,हरिहरदेवः
हरिहरदीक्षितः,हरिहरदीक्षितः
हरिहरतारतम्यम्,हरिहरतारतम्यम्
हरिहरतर्कालङ्कारभट्टाचार्यः,हरिहरतर्कालङ्कारभट्टाचार्यः
हरिहरखानः,हरिहरखानः
हरिहरः,हरिहरः
हरिस्वामिपुत्रः,हरिस्वामिपुत्रः
हरिस्वामी,हरिस्वामी
हरिसोमः,हरिसोमः
हरिसेवकमिश्रः,हरिसेवकमिश्रः
हरिसिंहदेवः,हरिसिंहदेवः
हरिसिंहः,हरिसिंहः
हरिसिद्धिः,हरिसिद्धिः
हरिश्रावा,हरिश्रावा
हरिश्रमः,हरिश्रमः
हरिशिखः,हरिशिखः
हरिशर्मार्यः,हरिशर्मार्यः
हरिशर्मा,हरिशर्मा
हरिशया,हरिशया
हरिशङ्करः,हरिशङ्करः
हरिव्यासमुनिः,हरिव्यासमुनिः
हरिव्यासमिश्रः,हरिव्यासमिश्रः
हरिव्यासः,हरिव्यासः
हरिवाघलः,हरिवाघलः
हरिवंशभट्टः,हरिवंशभट्टः
हरिवंशपण्डितः,हरिवंशपण्डितः
हरिवंशदेवः,हरिवंशदेवः
हर्षमित्रः,हर्षमित्रः
हर्षनाथशर्मा,हर्षनाथशर्मा
हर्षदेवः,हर्षदेवः
हर्षधरः,हर्षधरः
हर्षदेवः,हर्षदेवः
हर्षदत्तसूनुः,हर्षदत्तसूनुः
हर्षदत्तः,हर्षदत्तः
हर्षगुप्तः,हर्षगुप्तः
हर्षगणिः,हर्षगणिः
हर्षकौमुदी,हर्षकौमुदी
हर्षकृत्,हर्षकृत्
हर्षकुलः,हर्षकुलः
हर्षकीर्तिः,हर्षकीर्तिः
हर्षकः,हर्षकः
हर्यमरः,हर्यमरः
हर्यातः,हर्यातः
हरिहरोपाध्यायः,हरिहरोपाध्यायः
हरिहरार्यः,हरिहरार्यः
हरिहरानन्दः,हरिहरानन्दः
हरिहराग्निहोत्री,हरिहराग्निहोत्री
हरिहरस्वामी,हरिहरस्वामी
हरिहरसरस्वती,हरिहरसरस्वती
हरिहरमिश्रः,हरिहरमिश्रः
हरिहरमहाराजः,हरिहरमहाराजः
हरिहरभट्टाचार्यः,हरिहरभट्टाचार्यः
हरिहरभट्टः,हरिहरभट्टः
हरिहरब्रह्मा,हरिहरब्रह्मा
हरिहरप्रसादः,हरिहरप्रसादः
हरिहरपुरीः,हरिहरपुरीः
हंसपथः,हंसपथः
हंसपथः,हंसपथः
हसन्ती,हसन्ती
हसनी,हसनी
हंसनाभः,हंसनाभः
हंसध्वजः,हंसध्वजः
हंसद्वीपः,हंसद्वीपः
हंसचरस्वारोदयः,हंसचरस्वारोदयः
हंसकायनः,हंसकायनः
हविर्धानः,हविर्धानः
हविध्रः,हविध्रः
हल्लः,हल्लः
हलिङ्गुः,हलिङ्गुः
हलिः,हलिः
हलकः,हलकः
हर्षवर्मा,हर्षवर्मा
हर्षवर्धनः,हर्षवर्धनः
हर्षवती,हर्षवती
हर्षरामः,हर्षरामः
हर्षरत्नः,हर्षरत्नः
हस्तिमल्लसेनः,हस्तिमल्लसेनः
हस्तिपृष्ठकम्,हस्तिपृष्ठकम्
हस्तिपालः,हस्तिपालः
हस्तिनायकः,हस्तिनायकः
हस्तिदायः,हस्तिदायः
हस्तिगिरिः,हस्तिगिरिः
हस्तिगर्ता,हस्तिगर्ता
हस्तिकुम्भः,हस्तिकुम्भः
हस्तिकाश्यपः,हस्तिकाश्यपः
हस्ताग्निः,हस्ताग्निः
हस्तवर्ती,हस्तवर्ती
हस्तगिरिः,हस्तगिरिः
हस्तकवप्रः,हस्तकवप्रः
हसुराजः,हसुराजः
हंसाष्टकम्,हंसाष्टकम्
हंसावती,हंसावती
हंससङ्घारामः,हंससङ्घारामः
हंसवेगः,हंसवेगः
हसवज्रः,हसवज्रः
हंसरामप्रश्नः,हंसरामप्रश्नः
हंसराजः,हंसराजः
हंसमार्गः,हंसमार्गः
हंसभूपालः,हंसभूपालः
हंसपुरम्,हंसपुरम्
हंसपालः,हंसपालः
षट्पदी,षट्पदी
श्वेतपुष्पा,श्वेतपुष्पा
श्वेतः,श्वेतः
श्रोणी,श्रोणी
श्रेष्ठः,श्रेष्ठः
श्रेष्ठः,श्रेष्ठः
श्रेयसी,श्रेयसी
श्रुतान्तः,श्रुतान्तः
श्रीवत्सः,श्रीवत्सः
श्रीरामः,श्रीरामः
श्रवणः,श्रवणः
श्यामा,श्यामा
श्यामा,श्यामा
श्यामा,श्यामा
श्यामा,श्यामा
श्यामा,श्यामा
श्यामा,श्यामा
श्यामलः,श्यामलः
श्यामला,श्यामला
शौर्यः,शौर्यः
शौण्डिकः,शौण्डिकः
शोणी,शोणी
शोणभद्रा,शोणभद्रा
शैशवः,शैशवः
शैलजा,शैलजा
शेखरः,शेखरः
शेखरः,शेखरः
शृङ्गवेरः,शृङ्गवेरः
शृङ्गवेरः,शृङ्गवेरः
शूरसेनः,शूरसेनः
शूरसेनः,शूरसेनः
शूरसेनः,शूरसेनः
शूरसेनः,शूरसेनः
शूरसेनकः,शूरसेनः
शूरसेनजः,शूरसेनः
शूरः,शूरः
शूरः,शूरः
शूरः,शूरः
शूरः,शूरः
शूरः,शूरः
शूरः,शूरः
शूरः,शूरः
शूरः,शूरः
चन्द्रकन्तिः,चन्द्रकन्तिः
शूरः,शूरः
शूरः,शूरः
शूरः,शूरः
शूद्रः,शूद्रः
शूद्रः,शूद्रः
शुष्कः,शुष्कः
शुष्कट-वर्मा,शुष्कः
शुल्वः,शुल्वः
ऊर्ध्वकेशः,ऊर्ध्वकेशः
शुभ्रः,शुभ्रः
शुभ्रः,शुभ्रः
शुभ्रः,शुभ्रः
शुभः,शुभः
शुभः,शुभः
शुक्तिः,शुक्तिः
शुक्तिः,शुक्तिः
शुकः,शुकः
शुकः,शुकः
शुकः,शुकः
शुकः,शुकः
शुकः,शुकः
शीलः,शीलः
शीलः,शीलः
शीर्षः,शीर्षः
शीतकः,शीतकः
शिशुकः,शिशुकः
चन्दनाग्र्यः,चन्दनाग्र्यः
चन्दनपुरम्,चन्दनपुरम्
चन्दनपुत्रिका,चन्दनपुत्रिका
चन्दनपुत्रिः,चन्दनपुत्रिः
चन्दनपालः,चन्दनपालः
चन्दनदासः,चन्दनदासः
चन्दनकः,चन्दनकः
चतुःषष्टिः,चतुःषष्टिः
चतुश्चक्रः,चतुश्चक्रः
चतुर्भुजमिश्रः,चतुर्भुजमिश्रः
चतुर्भुजभट्टाचार्यः,चतुर्भुजभट्टाचार्यः
चतुर्धरः,चतुर्धरः
चतुर्दारिका,चतुर्दारिका
चतुरिका,चतुरिका
चतुरकः,चतुरकः
चण्डीश्वरः,चण्डीश्वरः
चण्डीविलासः,चण्डीविलासः
चण्डीदेवीशर्मा,चण्डीदेवीशर्मा
चण्डीदासः,चण्डीदासः
चण्डीचरितम्,चण्डीचरितम्
चण्डिला,चण्डिला
चण्डाली,चण्डाली
चण्डालकन्दः,चण्डालकन्दः
चण्डसिंहः,चण्डसिंहः
चण्डवेगः,चण्डवेगः
चण्डविक्रमः,चण्डविक्रमः
चण्डवर्मा,चण्डवर्मा
चण्डभुजङ्गः,चण्डभुजङ्गः
चण्डभानुः,चण्डभानुः
चण्डप्रभः,चण्डप्रभः
चण्डप्रद्योतः,चण्डप्रद्योतः
चण्डपोतकः,चण्डपोतकः
चण्डघोषः,चण्डघोषः
चण्डकेतुः,चण्डकेतुः
चणाररूप्यम्,चणाररूप्यम्
चट्टः,चट्टः
चटकः,चटकः
चञ्चुपुटी,चञ्चुपुटी
चचेण्डा,चचेण्डा
वेश्मकूलः,चचेण्डा
श्वेतराजी,चचेण्डा
बृहत्फलः,चचेण्डा
चङ्गदासः,चङ्गदासः
चङ्गः,चङ्गः
चङ्कुणः,चङ्कुणः
चक्षुषी,चक्षुषी
चक्रीवान्,चक्रीवान्
चक्रातिः,चक्रातिः
चक्रह्रदः,चक्रह्रदः
चक्रसेना,चक्रसेना
चक्रशतपत्त्रम्,चक्रशतपत्त्रम्
चक्रविमलः,चक्रविमलः
चक्रवालात्मनी,चक्रवालात्मनी
चक्रवर्ती,चक्रवर्ती
चक्रवान्,चक्रवान्
चक्रराजः,चक्रराजः
चक्रभ्रमणः,चक्रभ्रमणः
चक्रपुष्करिणी,चक्रपुष्करिणी
चक्रपालितः,चक्रपालितः
चक्रपालः,चक्रपालः
चक्रधरः,चक्रधरः
चक्रदन्ती,चक्रदन्ती
दन्ती,चक्रदन्ती
शीघ्रा,चक्रदन्ती
श्येनघण्टा,चक्रदन्ती
निकुम्भी,चक्रदन्ती
नागस्फोता,चक्रदन्ती
दन्तिनी,चक्रदन्ती
उपचित्रा,चक्रदन्ती
भद्रा,चक्रदन्ती
रूक्षा,चक्रदन्ती
रेचनी,चक्रदन्ती
अनुकूला,चक्रदन्ती
निःशल्या,चक्रदन्ती
विशल्या,चक्रदन्ती
मधुपुष्पा,चक्रदन्ती
एरण्डफला,चक्रदन्ती
तरुणी,चक्रदन्ती
